price,surface,type_of_property,number_of_bedrooms,postal_code,land_surface,garden,garden_surface,fully_equipped_kitchen,swimming_pool,furnished,open_fire,terrace,terrace_surface,number_of_facades,state_of_the_building,zip_code_xx
250000,194,APARTMENT,2,1360,0,0,0,0,0,0,0,0,0,3,GOOD,zc_13
230000,118,APARTMENT,3,1301,0,1,0,0,0,0,0,1,15,2,TO_RENOVATE,zc_13
229900,110,HOUSE,2,1472,475,1,300,0,0,0,0,1,40,3,JUST_RENOVATED,zc_14
4500000,450,OTHER,6,1310,60000,0,0,0,0,0,0,1,0,4,JUST_RENOVATED,zc_13
289000,101,APARTMENT,2,1480,0,0,0,1,0,0,0,1,22,1,TO_RENOVATE,zc_14
306300,98,APARTMENT,2,1300,0,0,0,0,0,0,0,1,9,1,TO_RENOVATE,zc_13
1095000,280,OTHER,3,1410,0,0,0,1,0,0,0,1,62,3,NEW,zc_14
740000,251,HOUSE,6,1410,724,0,0,0,0,0,1,1,0,4,JUST_RENOVATED,zc_14
325000,130,HOUSE,3,1435,418,1,418,0,0,0,0,0,0,3,TO_RENOVATE,zc_14
190000,55,APARTMENT,0,1348,0,0,0,0,0,0,0,0,0,1,TO_RENOVATE,zc_13
399000,200,HOUSE,5,1367,1836,1,1680,0,0,0,0,0,0,2,GOOD,zc_13
450000,116,HOUSE,3,1310,840,0,0,0,0,0,0,1,0,4,GOOD,zc_13
395000,134,HOUSE,3,1332,454,1,454,1,0,0,0,1,15,2,GOOD,zc_13
940000,220,OTHER,3,1380,961,0,0,0,0,0,0,1,0,4,NEW,zc_13
1250000,550,OTHER,6,1380,5154,0,0,0,1,0,0,1,0,4,GOOD,zc_13
845000,380,OTHER,4,1348,295,0,0,0,0,0,1,0,0,3,NEW,zc_13
265000,75,APARTMENT,2,1400,0,0,0,0,0,0,0,1,0,1,NEW,zc_14
175000,145,HOUSE,3,1430,250,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_14
375000,230,HOUSE,5,1350,2090,1,0,1,0,0,0,0,0,3,TO_RENOVATE,zc_13
295000,210,HOUSE,3,1367,452,1,83,0,0,0,1,1,23,3,TO_RENOVATE,zc_13
275000,176,APARTMENT,3,1390,0,0,0,0,0,0,0,1,60,4,NEW,zc_13
675000,207,APARTMENT,3,1348,0,1,0,0,0,0,0,1,15,4,TO_RENOVATE,zc_13
2850000,422,OTHER,5,1420,5000,0,0,1,0,0,0,1,0,4,NEW,zc_14
389000,131,APARTMENT,2,1420,112,1,112,1,0,0,0,1,26,4,NEW,zc_14
395000,114,HOUSE,4,1420,304,1,304,0,0,0,0,1,5,3,GOOD,zc_14
395000,140,HOUSE,3,1390,530,0,0,0,0,0,0,1,0,4,TO_RENOVATE,zc_13
245000,85,APARTMENT,2,1300,0,0,0,1,0,0,0,1,0,1,NEW,zc_13
800000,225,OTHER,4,1390,5300,0,0,1,1,0,1,0,0,4,JUST_RENOVATED,zc_13
3500000,1500,OTHER,8,1390,22800,0,0,1,1,0,0,1,0,4,GOOD,zc_13
310000,118,HOUSE,3,1450,752,1,450,1,0,0,0,1,0,3,TO_RENOVATE,zc_14
375000,423,HOUSE,5,1370,201,0,0,0,0,0,0,1,11,2,TO_RENOVATE,zc_13
169000,56,APARTMENT,1,1420,0,0,0,0,0,0,0,0,0,2,JUST_RENOVATED,zc_14
290000,90,HOUSE,2,1360,1053,0,0,0,0,0,0,1,0,4,GOOD,zc_13
155000,97,HOUSE,2,1420,138,0,0,0,0,0,0,1,0,2,TO_RENOVATE,zc_14
425000,200,HOUSE,5,1420,165,1,165,1,0,0,0,1,21,2,JUST_RENOVATED,zc_14
240000,52,APARTMENT,2,1348,0,0,0,1,0,0,0,0,0,2,GOOD,zc_13
477000,144,APARTMENT,3,1435,0,0,0,1,0,0,0,1,31,1,NEW,zc_14
225000,141,HOUSE,3,1330,330,1,330,0,0,0,0,1,30,2,TO_RENOVATE,zc_13
200000,88,APARTMENT,2,1400,0,0,0,0,0,0,0,1,15,2,GOOD,zc_14
425000,160,HOUSE,3,1320,1100,0,0,0,0,0,1,1,30,4,TO_RENOVATE,zc_13
299000,114,APARTMENT,3,1480,0,0,0,1,0,0,0,1,15,1,TO_RENOVATE,zc_14
1275000,368,OTHER,5,1325,17311,1,0,0,0,0,1,1,0,4,TO_RENOVATE,zc_13
371850,128,APARTMENT,3,1420,0,0,0,1,0,0,0,1,14,1,NEW,zc_14
399000,120,HOUSE,3,1332,560,1,560,0,0,0,0,1,0,4,JUST_RENOVATED,zc_13
3200000,780,OTHER,7,1380,5300,0,0,0,0,0,1,1,180,4,NEW,zc_13
162000,50,HOUSE,1,1400,146,1,28,0,0,0,0,1,56,3,NEW,zc_14
2950000,500,OTHER,5,1380,11000,0,0,1,1,0,0,1,0,4,NEW,zc_13
300000,115,APARTMENT,2,1400,0,0,0,0,0,0,0,1,39,1,TO_RENOVATE,zc_14
220000,40,APARTMENT,0,1348,0,0,0,0,0,0,0,0,0,1,TO_RENOVATE,zc_13
345000,206,HOUSE,3,1480,286,1,220,0,0,0,1,1,17,2,TO_RENOVATE,zc_14
250000,270,HOUSE,8,1490,700,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_14
250000,145,HOUSE,2,1460,750,1,300,0,0,0,0,1,25,2,GOOD,zc_14
230000,113,HOUSE,3,1390,355,0,0,1,0,0,0,1,0,3,GOOD,zc_13
370000,98,APARTMENT,2,1340,0,0,0,0,0,0,0,1,88,4,TO_RENOVATE,zc_13
470000,240,HOUSE,5,1367,1494,1,0,0,0,0,0,1,0,4,TO_RENOVATE,zc_13
370000,186,HOUSE,3,1330,600,1,600,0,0,0,1,1,20,3,TO_RENOVATE,zc_13
395000,110,HOUSE,3,1380,1010,0,0,1,0,0,0,1,0,4,JUST_RENOVATED,zc_13
695000,213,APARTMENT,3,1348,0,0,0,0,0,0,0,1,44,3,TO_RENOVATE,zc_13
470000,109,APARTMENT,2,1310,0,0,0,1,0,0,0,1,14,2,TO_RENOVATE,zc_13
230000,140,HOUSE,3,1430,340,0,0,0,0,0,0,1,0,2,GOOD,zc_14
115000,60,APARTMENT,1,1480,0,0,0,1,0,0,0,0,0,3,GOOD,zc_14
370000,106,HOUSE,3,1450,646,0,0,1,0,0,0,0,0,2,GOOD,zc_14
297000,325,HOUSE,5,1350,2098,1,0,1,0,0,0,0,0,3,TO_RENOVATE,zc_13
159000,127,HOUSE,3,1350,90,0,0,0,0,0,0,0,0,2,GOOD,zc_13
195000,175,HOUSE,4,1370,80,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_13
650000,235,HOUSE,4,1332,406,1,0,1,0,0,1,1,25,2,NEW,zc_13
290000,129,APARTMENT,5,1400,0,0,0,0,0,0,0,1,0,3,TO_RENOVATE,zc_14
675000,225,HOUSE,3,1390,1310,0,0,1,0,0,0,1,0,4,JUST_RENOVATED,zc_13
245000,120,HOUSE,3,1320,523,1,0,0,0,0,0,1,0,4,JUST_RENOVATED,zc_13
470000,222,HOUSE,5,1350,1120,0,0,1,0,0,0,1,0,4,TO_RENOVATE,zc_13
685000,184,HOUSE,4,1410,729,1,0,1,0,0,1,1,0,4,NEW,zc_14
263000,101,APARTMENT,2,1490,0,0,0,0,0,0,0,1,22,1,NEW,zc_14
299000,118,HOUSE,2,1370,850,1,0,0,0,0,1,0,0,4,JUST_RENOVATED,zc_13
370000,250,HOUSE,7,1460,1013,1,900,0,0,0,0,1,30,4,TO_RENOVATE,zc_14
795000,373,HOUSE,4,1420,1331,0,0,1,0,0,0,1,70,4,NEW,zc_14
215000,85,APARTMENT,2,1300,0,0,0,0,0,0,0,1,11,4,JUST_RENOVATED,zc_13
289000,106,APARTMENT,3,1420,0,0,0,0,0,0,0,0,0,2,JUST_RENOVATED,zc_14
279500,96,APARTMENT,2,1480,0,0,0,1,0,0,0,1,39,1,TO_RENOVATE,zc_14
280000,109,APARTMENT,2,1300,1,1,0,0,0,0,0,1,11,2,JUST_RENOVATED,zc_13
225000,80,APARTMENT,2,1490,32,1,32,1,0,0,0,1,10,2,NEW,zc_14
292000,119,APARTMENT,3,1480,0,0,0,1,0,0,0,1,58,4,NEW,zc_14
749000,295,HOUSE,5,1342,1100,1,1100,1,0,0,0,1,40,3,NEW,zc_13
299000,160,HOUSE,3,1370,149,1,76,0,0,0,0,1,13,2,GOOD,zc_13
469000,228,HOUSE,4,1341,600,0,0,1,0,0,1,0,0,3,GOOD,zc_13
399000,223,HOUSE,3,1325,317,0,0,0,0,0,0,1,0,3,GOOD,zc_13
595000,180,HOUSE,5,1380,2247,0,0,0,0,0,0,1,0,4,JUST_RENOVATED,zc_13
645000,225,HOUSE,5,1380,1387,1,800,1,0,0,0,1,30,4,NEW,zc_13
210000,193,HOUSE,5,1390,4060,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_13
260000,88,APARTMENT,2,1420,125,1,125,0,0,0,0,1,0,1,GOOD,zc_14
335000,110,HOUSE,3,1460,1827,1,1500,0,0,0,0,0,0,4,GOOD,zc_14
1060000,300,OTHER,5,1421,2506,1,2506,1,1,0,0,1,40,4,GOOD,zc_14
333000,129,APARTMENT,2,1420,60,1,60,1,0,0,0,1,12,2,JUST_RENOVATED,zc_14
199000,125,HOUSE,3,1480,180,0,0,0,0,0,0,1,0,2,GOOD,zc_14
265000,104,APARTMENT,3,1410,0,0,0,0,0,0,0,1,5,3,TO_RENOVATE,zc_14
685000,180,HOUSE,4,1410,140,1,50,1,0,0,0,1,0,2,NEW,zc_14
670000,240,HOUSE,4,1420,1453,1,1400,1,0,0,0,1,10,4,NEW,zc_14
360000,110,APARTMENT,2,1300,0,0,0,1,0,0,0,1,30,1,NEW,zc_13
415839,98,APARTMENT,2,1380,0,0,0,0,0,0,0,1,0,1,NEW,zc_13
375000,150,HOUSE,3,1400,111,0,0,1,0,0,0,1,0,2,JUST_RENOVATED,zc_14
339000,124,HOUSE,2,1370,2860,1,2860,0,0,0,0,0,0,4,TO_RENOVATE,zc_13
250000,250,HOUSE,5,1480,375,1,152,0,0,0,0,1,45,3,JUST_RENOVATED,zc_14
660000,196,APARTMENT,3,1348,264,1,264,0,0,0,0,1,27,4,TO_RENOVATE,zc_13
175000,115,HOUSE,3,1430,80,0,0,0,0,0,0,0,0,2,GOOD,zc_14
297500,85,APARTMENT,2,1420,0,0,0,0,0,0,0,1,4,2,TO_RENOVATE,zc_14
215000,110,APARTMENT,3,1480,0,0,0,0,0,0,0,1,3,2,TO_RENOVATE,zc_14
1850000,480,OTHER,6,1310,1700,0,0,1,0,0,0,1,0,4,NEW,zc_13
595000,180,HOUSE,4,1380,904,1,680,1,0,0,0,1,42,3,NEW,zc_13
325000,110,HOUSE,3,1460,3424,1,3424,0,0,0,0,0,0,4,TO_RENOVATE,zc_14
585000,157,APARTMENT,2,1332,252,1,252,0,0,0,0,1,20,2,NEW,zc_13
185000,70,APARTMENT,1,1480,0,0,0,0,0,0,0,0,0,2,NEW,zc_14
299000,131,APARTMENT,3,1332,0,0,0,0,0,0,0,1,28,2,GOOD,zc_13
280000,170,HOUSE,4,1480,294,1,200,0,0,0,0,1,15,2,GOOD,zc_14
1070000,425,OTHER,5,1330,2560,0,0,0,1,0,0,1,0,4,NEW,zc_13
399000,125,HOUSE,3,1325,866,1,766,0,0,0,0,1,10,4,GOOD,zc_13
365000,206,HOUSE,4,1370,246,0,0,0,0,0,0,1,0,4,JUST_RENOVATED,zc_13
650000,295,HOUSE,5,1440,950,1,0,1,0,0,1,0,0,4,GOOD,zc_14
305000,200,HOUSE,4,1421,1339,1,0,0,0,0,0,0,0,2,GOOD,zc_14
249000,100,APARTMENT,2,1480,0,0,0,0,0,0,0,0,0,1,NEW,zc_14
250000,110,HOUSE,2,1410,219,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_14
229000,120,HOUSE,2,1430,0,0,0,0,0,0,0,1,0,4,GOOD,zc_14
330000,190,HOUSE,2,1315,638,0,0,1,0,0,0,1,0,3,GOOD,zc_13
675000,290,HOUSE,4,1420,596,1,596,1,0,0,0,1,32,3,NEW,zc_14
295000,140,HOUSE,3,1480,189,1,100,0,0,0,0,0,0,2,GOOD,zc_14
345000,118,HOUSE,3,1495,729,1,648,0,0,0,0,0,0,4,TO_RENOVATE,zc_14
297500,119,HOUSE,2,1420,414,1,300,0,0,0,0,1,25,3,TO_RENOVATE,zc_14
310000,150,HOUSE,4,1400,490,0,0,1,0,0,0,1,8,2,GOOD,zc_14
1095000,250,OTHER,4,1410,2789,1,2500,1,1,0,1,1,28,4,GOOD,zc_14
199000,90,APARTMENT,2,1480,0,0,0,0,0,0,0,1,0,1,GOOD,zc_14
190000,87,HOUSE,2,1400,61,0,0,0,0,0,0,0,0,2,TO_RENOVATE,zc_14
375000,130,HOUSE,3,1310,1630,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_13
500000,110,APARTMENT,2,1330,180,1,180,0,0,0,0,1,35,1,TO_RENOVATE,zc_13
150000,100,HOUSE,3,1370,290,1,200,0,0,0,0,1,25,3,TO_RENOVATE,zc_13
850000,280,OTHER,4,1410,1500,0,0,0,0,0,0,1,0,4,GOOD,zc_14
395000,130,HOUSE,4,1428,272,1,0,0,0,0,0,0,0,3,GOOD,zc_14
995000,282,OTHER,3,1420,1600,1,900,1,0,0,0,1,0,4,NEW,zc_14
397000,98,APARTMENT,1,1325,45,1,45,0,0,0,0,0,0,1,TO_RENOVATE,zc_13
119000,17,APARTMENT,1,1348,0,0,0,0,0,0,0,0,0,1,TO_RENOVATE,zc_13
265000,83,APARTMENT,2,1420,0,0,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_14
375000,130,HOUSE,3,1367,813,1,0,0,0,0,0,1,24,4,TO_RENOVATE,zc_13
225000,120,HOUSE,3,1430,258,0,0,0,0,0,0,0,0,3,GOOD,zc_14
357500,96,APARTMENT,2,1420,0,0,0,0,0,0,0,1,14,1,TO_RENOVATE,zc_14
155000,45,APARTMENT,0,1490,168,1,168,0,0,0,0,0,0,2,GOOD,zc_14
255000,110,HOUSE,3,1480,80,0,0,0,0,0,0,1,20,2,JUST_RENOVATED,zc_14
540000,240,HOUSE,4,1390,460,0,0,0,0,0,0,0,0,4,NEW,zc_13
333000,129,APARTMENT,2,1440,60,1,60,1,0,0,0,1,12,2,JUST_RENOVATED,zc_14
499000,180,HOUSE,5,1390,1883,1,1748,1,0,0,0,1,48,4,TO_RENOVATE,zc_13
295000,80,HOUSE,1,1325,150,0,0,0,0,0,0,1,15,4,TO_RENOVATE,zc_13
845000,145,OTHER,3,1410,1625,0,0,1,0,0,0,1,50,3,GOOD,zc_14
795000,300,HOUSE,5,1380,3000,0,0,0,0,0,0,1,0,4,TO_RENOVATE,zc_13
395000,190,HOUSE,5,1400,75,0,0,0,0,0,0,1,15,3,GOOD,zc_14
210000,81,HOUSE,2,1480,0,1,20,0,0,0,1,1,5,2,JUST_RENOVATED,zc_14
250000,108,APARTMENT,3,1330,0,0,0,0,1,0,0,0,0,2,JUST_RENOVATED,zc_13
475000,140,APARTMENT,2,1410,0,0,0,0,0,0,0,1,3,4,JUST_RENOVATED,zc_14
2450000,730,OTHER,8,1380,3000,1,2000,1,1,0,0,1,200,4,NEW,zc_13
295000,100,APARTMENT,2,1480,0,0,0,0,0,0,0,1,21,4,TO_RENOVATE,zc_14
3800000,1000,OTHER,6,1410,9647,1,0,1,1,0,1,1,150,4,GOOD,zc_14
780000,312,HOUSE,4,1320,4400,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_13
235000,75,APARTMENT,1,1470,0,0,0,0,0,0,0,1,6,1,NEW,zc_14
499000,200,HOUSE,5,1400,1370,1,0,0,0,0,1,1,20,4,TO_RENOVATE,zc_14
295000,150,HOUSE,3,1300,0,0,0,1,0,0,0,1,0,2,NEW,zc_13
495000,185,HOUSE,5,1400,409,0,0,0,0,0,0,1,0,3,TO_RENOVATE,zc_14
475000,237,HOUSE,4,1301,0,1,2440,0,0,0,0,1,0,4,TO_RENOVATE,zc_13
197000,125,APARTMENT,2,1300,0,0,0,0,0,0,0,1,10,2,NEW,zc_13
195000,120,HOUSE,3,1315,550,1,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_13
395000,143,HOUSE,3,1420,260,1,157,1,0,0,0,1,0,2,GOOD,zc_14
410000,220,HOUSE,4,1420,320,1,240,0,0,0,0,1,24,2,GOOD,zc_14
360000,94,APARTMENT,2,1300,0,0,0,1,0,0,0,1,29,1,NEW,zc_13
995000,430,OTHER,7,1330,2000,0,0,1,0,0,0,1,0,4,NEW,zc_13
1800000,475,OTHER,5,1380,6990,1,6500,1,1,0,0,1,204,4,NEW,zc_13
3900000,650,OTHER,5,1390,27000,0,0,0,1,0,0,1,120,4,JUST_RENOVATED,zc_13
495000,230,HOUSE,4,1470,1127,1,1000,0,0,0,0,1,45,3,GOOD,zc_14
295000,152,HOUSE,2,1440,442,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_14
600000,250,HOUSE,4,1400,400,1,400,1,0,0,0,1,30,3,NEW,zc_14
449000,190,HOUSE,3,1400,525,0,0,0,0,0,0,1,0,4,JUST_RENOVATED,zc_14
185000,135,HOUSE,3,1457,325,0,0,1,0,0,0,1,0,4,TO_RENOVATE,zc_14
275000,82,APARTMENT,2,1300,50,1,50,1,0,0,0,1,10,1,GOOD,zc_13
219000,110,APARTMENT,2,1400,0,0,0,1,0,0,0,0,0,2,GOOD,zc_14
330000,211,HOUSE,4,1325,0,0,0,0,0,0,0,0,0,3,GOOD,zc_13
550000,143,APARTMENT,2,1325,0,0,0,0,0,0,0,1,13,1,TO_RENOVATE,zc_13
2950000,500,OTHER,5,1380,11000,0,0,1,1,0,0,1,0,4,NEW,zc_13
250000,120,HOUSE,3,1400,113,0,0,0,0,0,0,1,0,2,TO_RENOVATE,zc_14
215000,130,HOUSE,3,1357,290,1,0,0,0,0,0,1,17,3,TO_RENOVATE,zc_13
300000,120,APARTMENT,3,1480,0,0,0,0,0,0,0,1,4,3,TO_RENOVATE,zc_14
225000,95,HOUSE,2,1470,861,1,861,0,0,0,0,1,40,2,JUST_RENOVATED,zc_14
690000,183,APARTMENT,3,1341,0,0,0,0,0,0,0,1,45,4,NEW,zc_13
230000,103,APARTMENT,2,1400,0,0,0,1,0,0,0,1,5,2,NEW,zc_14
395000,315,HOUSE,4,1457,790,1,790,0,0,0,0,1,20,4,GOOD,zc_14
599000,236,HOUSE,4,1410,367,0,0,0,0,0,0,1,10,4,JUST_RENOVATED,zc_14
385000,114,APARTMENT,2,1380,0,1,0,0,0,0,0,1,3,4,TO_RENOVATE,zc_13
560000,160,HOUSE,3,1330,902,1,902,0,0,0,0,1,28,4,JUST_RENOVATED,zc_13
456500,133,APARTMENT,3,1420,0,0,0,1,0,0,0,1,18,2,NEW,zc_14
1275000,306,OTHER,4,1470,5433,1,5433,0,0,0,0,1,100,4,NEW,zc_14
365000,162,HOUSE,4,1300,100,1,40,0,0,0,0,1,20,4,NEW,zc_13
750000,350,HOUSE,7,1380,1687,0,0,0,0,0,0,1,0,4,JUST_RENOVATED,zc_13
255000,150,HOUSE,2,1480,0,0,0,0,0,0,0,0,0,2,GOOD,zc_14
319500,91,APARTMENT,2,1420,0,0,0,1,0,0,0,1,9,4,TO_RENOVATE,zc_14
240000,150,APARTMENT,3,1400,0,0,0,0,0,0,0,0,0,3,NEW,zc_14
295000,75,APARTMENT,2,1440,0,0,0,0,0,0,0,1,0,1,GOOD,zc_14
995000,290,OTHER,5,1380,2445,1,0,1,0,0,1,1,50,4,NEW,zc_13
297500,168,HOUSE,3,1420,500,1,275,0,0,0,0,1,5,3,TO_RENOVATE,zc_14
795000,260,HOUSE,4,1410,885,1,550,0,0,0,1,0,0,4,GOOD,zc_14
397000,90,APARTMENT,2,1348,0,0,0,0,0,0,0,1,9,1,TO_RENOVATE,zc_13
229000,88,HOUSE,2,1380,200,1,200,0,0,0,0,0,0,2,JUST_RENOVATED,zc_13
325000,114,APARTMENT,3,1480,0,0,0,1,0,0,0,1,65,1,TO_RENOVATE,zc_14
850000,300,OTHER,4,1380,2056,0,0,0,1,0,0,1,0,4,GOOD,zc_13
459000,166,HOUSE,3,1410,560,1,0,0,0,0,1,1,1,4,TO_RENOVATE,zc_14
260000,175,HOUSE,4,1400,300,0,0,1,0,0,0,1,20,2,GOOD,zc_14
385000,110,APARTMENT,3,1410,0,0,0,0,0,0,0,1,30,3,GOOD,zc_14
425000,165,APARTMENT,3,1480,0,0,0,1,0,0,0,1,44,1,TO_RENOVATE,zc_14
210000,115,HOUSE,4,1400,70,0,0,1,0,0,0,1,12,2,NEW,zc_14
220000,115,HOUSE,2,1480,128,1,40,0,0,0,0,0,0,3,GOOD,zc_14
350000,110,HOUSE,2,1325,635,1,560,1,0,0,0,1,0,4,TO_RENOVATE,zc_13
300000,160,HOUSE,2,1471,613,1,400,1,0,0,0,1,35,2,GOOD,zc_14
289000,101,APARTMENT,2,1480,0,0,0,0,0,0,0,1,21,4,TO_RENOVATE,zc_14
395000,149,HOUSE,3,1315,1000,1,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_13
460000,145,APARTMENT,3,1310,0,0,0,0,0,0,0,1,6,2,NEW,zc_13
375000,250,APARTMENT,4,1450,0,1,0,1,0,0,0,0,0,3,GOOD,zc_14
360000,200,HOUSE,5,1301,415,0,0,0,0,0,0,1,120,3,JUST_RENOVATED,zc_13
225000,111,HOUSE,2,1300,136,1,0,1,0,0,0,0,0,2,JUST_RENOVATED,zc_13
299000,114,APARTMENT,3,1480,0,0,0,1,0,0,0,1,15,1,TO_RENOVATE,zc_14
315000,285,HOUSE,6,1480,560,1,390,0,0,0,0,1,20,2,GOOD,zc_14
175000,95,HOUSE,2,1470,260,0,0,0,0,0,0,1,0,2,JUST_RENOVATED,zc_14
215000,104,APARTMENT,3,1400,0,0,0,1,0,0,0,1,28,3,NEW,zc_14
162000,56,APARTMENT,1,1400,28,1,28,1,0,0,0,1,56,3,NEW,zc_14
365000,93,APARTMENT,2,1340,0,0,0,0,0,0,0,1,21,3,TO_RENOVATE,zc_13
275000,68,APARTMENT,2,1457,69,1,69,0,1,0,0,1,22,1,GOOD,zc_14
395000,325,HOUSE,5,1457,2330,1,0,1,0,0,0,1,0,4,TO_RENOVATE,zc_14
275000,80,APARTMENT,2,1340,0,0,0,0,0,0,0,1,0,1,TO_RENOVATE,zc_13
359000,240,HOUSE,4,1460,782,1,782,1,0,0,0,1,30,4,NEW,zc_14
339000,177,HOUSE,3,1390,370,1,200,0,0,0,0,1,10,4,JUST_RENOVATED,zc_13
250000,132,HOUSE,2,1472,365,0,0,0,0,0,0,1,0,2,GOOD,zc_14
175000,125,APARTMENT,1,1450,0,0,0,0,0,0,0,0,0,1,JUST_RENOVATED,zc_14
549000,239,HOUSE,4,1410,119,1,0,1,0,0,0,1,36,2,NEW,zc_14
537000,150,HOUSE,3,1410,0,0,0,0,0,0,0,1,0,2,NEW,zc_14
300000,160,HOUSE,3,1350,617,1,500,0,0,0,0,1,20,3,TO_RENOVATE,zc_13
675000,206,HOUSE,5,1410,860,1,0,0,0,0,1,1,0,4,GOOD,zc_14
749000,235,HOUSE,5,1410,891,1,0,0,1,0,1,1,0,4,GOOD,zc_14
269000,96,APARTMENT,2,1480,0,0,0,0,0,0,0,1,16,4,TO_RENOVATE,zc_14
799000,138,APARTMENT,2,1410,0,0,0,1,0,0,0,0,0,3,NEW,zc_14
225000,175,HOUSE,2,1357,775,1,0,1,0,0,0,0,0,2,TO_RENOVATE,zc_13
395000,220,HOUSE,4,1350,1600,1,1000,1,0,0,0,1,16,4,TO_RENOVATE,zc_13
335000,88,APARTMENT,2,1300,0,0,0,0,0,0,0,1,8,1,GOOD,zc_13
569000,223,HOUSE,4,1325,2000,1,0,0,0,0,1,1,0,4,TO_RENOVATE,zc_13
550000,236,HOUSE,5,1300,1622,1,0,1,1,0,1,1,0,4,TO_RENOVATE,zc_13
374500,103,APARTMENT,2,1420,0,0,0,1,0,0,0,1,16,2,NEW,zc_14
170000,70,APARTMENT,2,1480,0,0,0,0,0,0,0,0,0,4,GOOD,zc_14
460000,180,HOUSE,3,1410,600,1,600,1,0,0,0,1,27,2,GOOD,zc_14
750000,327,HOUSE,5,1450,876,1,876,0,0,0,0,1,30,2,GOOD,zc_14
199000,173,HOUSE,4,1460,250,1,140,0,0,0,1,1,20,4,TO_RENOVATE,zc_14
500000,195,HOUSE,3,1360,1600,1,1600,1,0,0,0,1,0,4,GOOD,zc_13
270000,63,APARTMENT,2,1410,0,0,0,0,0,0,0,0,0,4,GOOD,zc_14
185000,116,HOUSE,3,1435,135,0,0,1,0,0,0,1,17,3,TO_RENOVATE,zc_14
250000,160,HOUSE,4,1480,290,0,0,0,0,0,1,0,0,2,GOOD,zc_14
625000,275,HOUSE,6,1470,2023,1,0,0,0,0,0,1,120,4,GOOD,zc_14
295000,73,APARTMENT,1,1300,0,0,0,0,0,0,0,1,5,1,TO_RENOVATE,zc_13
1750000,500,OTHER,7,1400,10550,1,10200,1,1,0,1,1,200,4,TO_RENOVATE,zc_14
540000,174,HOUSE,4,1348,340,1,200,0,0,0,1,1,0,2,TO_RENOVATE,zc_13
460000,110,HOUSE,2,1330,1100,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_13
1500000,840,OTHER,18,1370,1800,0,0,0,0,0,0,0,0,4,TO_RENOVATE,zc_13
475000,168,HOUSE,3,1421,1039,0,0,0,0,0,0,1,50,3,TO_RENOVATE,zc_14
675000,265,HOUSE,5,1490,2857,0,0,0,0,0,1,1,0,4,GOOD,zc_14
330000,140,HOUSE,3,1480,220,1,170,0,0,0,0,1,40,4,NEW,zc_14
550000,193,HOUSE,3,1420,906,1,400,1,0,0,0,1,60,4,NEW,zc_14
180000,71,APARTMENT,1,1420,0,0,0,0,0,0,0,1,0,1,JUST_RENOVATED,zc_14
950000,200,OTHER,3,1380,3240,0,0,1,1,0,0,1,0,4,NEW,zc_13
465000,185,HOUSE,3,1410,824,1,700,0,0,0,0,1,0,3,GOOD,zc_14
750000,260,HOUSE,7,1480,1343,0,0,0,1,0,0,1,0,4,NEW,zc_14
400000,130,HOUSE,3,1390,929,1,600,0,0,0,0,1,35,4,JUST_RENOVATED,zc_13
450000,215,HOUSE,5,1390,1636,1,0,0,1,0,1,1,0,2,JUST_RENOVATED,zc_13
1075000,200,OTHER,4,1410,560,1,400,0,0,0,0,1,50,4,TO_RENOVATE,zc_14
369000,115,HOUSE,3,1330,494,1,494,0,0,0,0,1,40,4,GOOD,zc_13
165000,44,APARTMENT,0,1410,0,0,0,1,0,0,0,0,0,2,TO_RENOVATE,zc_14
545000,329,HOUSE,4,1330,498,1,346,1,0,0,0,0,0,4,GOOD,zc_13
785000,200,HOUSE,3,1410,1246,1,1385,1,0,0,0,1,60,4,NEW,zc_14
379000,324,HOUSE,4,1450,1358,1,0,1,0,0,0,1,0,2,JUST_RENOVATED,zc_14
415000,130,HOUSE,3,1410,482,0,0,0,0,0,0,1,0,4,TO_RENOVATE,zc_14
1095000,280,OTHER,3,1410,250,1,250,1,0,0,1,1,62,4,TO_RENOVATE,zc_14
199000,82,APARTMENT,2,1400,0,0,0,1,0,0,0,1,10,2,GOOD,zc_14
285000,123,HOUSE,3,1440,206,0,0,0,0,0,0,0,0,2,JUST_RENOVATED,zc_14
415400,180,HOUSE,4,1315,1096,1,0,0,0,0,0,0,0,3,TO_RENOVATE,zc_13
249000,150,HOUSE,3,1490,2000,0,0,0,0,0,0,1,0,4,TO_RENOVATE,zc_14
493000,160,HOUSE,3,1400,331,1,25,1,0,0,0,1,30,3,GOOD,zc_14
695000,200,HOUSE,4,1410,1026,1,0,1,0,0,1,1,50,4,GOOD,zc_14
